capoeira,0,(152, 223, 138)
chinese indie rock,0,(255, 127, 14)
chinese traditional,0,(31, 119, 180)
classic chinese pop,0,(31, 119, 180)
classic russian rock,0,(255, 127, 14)
dangdut,0,(31, 119, 180)
dark ambient,0,(255, 187, 120)
dark black metal,0,(255, 152, 150)
electroacoustic improvisation,0,(255, 187, 120)
enka,0,(127, 127, 127)
ethiopian pop,0,(31, 119, 180)
fallen angel,0,(255, 152, 150)
finnish hardcore,0,(148, 103, 189)
funeral doom,0,(255, 152, 150)
gabba,0,(255, 127, 14)
gamelan,0,(247, 182, 210)
guidance,0,(255, 187, 120)
hard glam,0,(255, 127, 14)
harp,0,(197, 176, 213)
hungarian pop,0,(31, 119, 180)
indie shoegaze,0,(31, 119, 180)
j-punk,0,(148, 103, 189)
japanese standards,0,(127, 127, 127)
japanese traditional,0,(127, 127, 127)
japanoise,0,(255, 127, 14)
jazz orchestra,0,(227, 119, 194)
judaica,0,(255, 127, 14)
jug band,0,(140, 86, 75)
klezmer,0,(255, 127, 14)
latvian pop,0,(31, 119, 180)
lithumania,0,(31, 119, 180)
luk thung,0,(31, 119, 180)
malagasy folk,0,(197, 176, 213)
manele,0,(31, 119, 180)
melodic progressive metal,0,(255, 152, 150)
more classical piano,0,(247, 182, 210)
more melodic death metal,0,(255, 152, 150)
more thrash metal,0,(255, 152, 150)
musique concrete,0,(255, 127, 14)
neo-synthpop,0,(31, 119, 180)
nordic folk,0,(197, 176, 213)
norwegian jazz,0,(227, 119, 194)
oratory,0,(255, 127, 14)
pipe band,0,(255, 127, 14)
poetry,0,(255, 127, 14)
polish reggae,0,(196, 156, 148)
polka,0,(255, 127, 14)
power blues-rock,0,(140, 86, 75)
power noise,0,(255, 127, 14)
rock catala,0,(255, 127, 14)
russian punk,0,(148, 103, 189)
skiffle,0,(255, 127, 14)
skweee,0,(255, 187, 120)
slam death metal,0,(255, 152, 150)
slovenian rock,0,(255, 127, 14)
speedcore,0,(255, 187, 120)
spoken word,0,(174, 199, 232)
string quartet,0,(247, 182, 210)
swedish punk,0,(148, 103, 189)
tekno,0,(255, 187, 120)
throat singing,0,(127, 127, 127)
vienna indie,0,(255, 187, 120)
vocaloid,0,(31, 119, 180)
volksmusik,0,(31, 119, 180)
wind ensemble,0,(140, 86, 75)
zeuhl,0,(255, 127, 14)
zouglou,0,(127, 127, 127)
